"bitcoin.timestamp","bitcoin.market_cap_by_available_supply","bitcoin.price_btc","bitcoin.price_usd","bitcoin.volume_usd","bitcoin.available_supply","bitcoin.supply_change_in_procent","bitcoin.return_wrt_price_usd.simple","bitcoin.vol.squaredreturns"
2013-09-13,1593705850,1,136.31,0,11691774.9981659,0.000425693788371984,0.013381904691101,0.000179075373161711
2013-09-14,1551266086,1,132.62,0,11697074.9962298,0.000453309960610326,-0.02707064778813,0.000732819971668985
2013-09-15,1505159472,1,128.62,0,11702374.9961126,0.000453104719295938,-0.0301613632936208,0.000909707835729779
2013-09-16,1528329267,1,130.55,0,11706849.99617,0.000382401013380385,0.0150054423884312,0.000225163301272527
2013-09-17,1482235956,1,126.57,0,11710800,0.000337409621823381,-0.0304864036767524,0.000929420809141901
2013-09-18,1531472535,1,130.73,0,11714774.994263,0.000339429779603995,0.0328671881172473,0.00108025205473452
2013-09-19,1535810988,1,131.05,0,11719274.994277,0.00038413029838047,0.00244779316147792,5.99169136137806e-06
2013-09-20,1521198731,1,129.75,0,11724074.9980732,0.000409581974872175,-0.00991987790919502,9.84039777333353e-05
2013-09-21,1495076509,1,127.47,0,11728849.9960775,0.00040728142775226,-0.0175722543352601,0.000308784122423068
2013-09-22,1493833260,1,127.31,0,11733824.9941089,0.000424167589578195,-0.00125519730132573,1.57552026525539e-06
2013-09-23,1507154161,1,128.39,0,11738874.9980528,0.000430380029229793,0.00848322991124006,7.19651897269581e-05
2013-09-24,1484371556,1,126.39,0,11744374.998022,0.000468528710809046,-0.0155775371913699,0.000242659664948512
2013-09-25,1513805580,1,128.84,0,11749500,0.000436379286157695,0.0193844449719123,0.000375756706869095
2013-09-26,1515403031,1,128.92,0,11754599.9922433,0.000434060363696531,0.000620925178515863,3.85548077314957e-07
2013-09-27,1530763838,1,130.18,0,11758824.9961592,0.000359434086970145,0.00977350294756452,9.55213598660523e-05
2013-09-28,1584338266,1,134.69,0,11762849.9962878,0.000342296116314644,0.034644338608081,0.00120023019759137
2013-09-29,1629791825,1,138.5,0,11767450,0.000391062005694165,0.0282871779642142,0.000800164437179126
2013-09-30,1583038043,1,134.48,0,11771549.992564,0.000348418099414216,-0.0290252707581228,0.000842466342582337
2013-10-01,1577869589,1,133.99,0,11776024.9944026,0.000380154001931921,-0.00364366448542519,1.32762908823488e-05
2013-10-02,1550425024,1,131.61,0,11780449.9962009,0.000375763621462299,-0.0177625195910143,0.000315507102221166
2013-10-03,1432992865,1,121.59,0,11785449.9958878,0.000424431977431805,-0.0761340323683611,0.00579639088466666
2013-10-04,1484790258,1,125.93,0,11790600,0.000436979844976371,0.0356937248128959,0.00127404199101874
2013-10-05,1522400010,1,129.07,0,11795149.9961261,0.000385900304151976,0.0249344874136423,0.000621728662581089
2013-10-06,1519707024,1,128.78,0,11800800,0.000479010769318,-0.00224684279848142,5.04830256108781e-06
2013-10-07,1528242935,1,129.46,0,11804750,0.000334723069622456,0.00528032303152659,2.78818113172702e-05
2013-10-08,1489210920,1,126.11,0,11808824.9940528,0.000345199521617268,-0.0258767186775839,0.000669604569518819
2013-10-09,1504666389,1,127.37,0,11813349.9960744,0.000383188168500803,0.009991277456189,9.98256252065505e-05
2013-10-10,1549185570,1,131.09,0,11817724.9980929,0.000370343892285963,0.0292062495093035,0.000853005010399691
2013-10-11,1539049795,1,130.18,0,11822474.9961592,0.000401938449830164,-0.00694179571286901,4.81885277192066e-05
2013-10-12,1574653436,1,133.14,0,11827049.9924891,0.000386974498269854,0.0227377477339068,0.000517005172010784
