date,block_time,tx_vol,tx_number,tx_fees,tx_vol_issues_chouts,m_total,m_circ_wh_bill_1,m_circ_mc_lifo_1,m_circ_mc_fifo_1,dormancy_1,sdd_1
11/08/13,2011-08-13,31057599664211,7398,689250462,24887336955719,703660000000000,7157089056106,2975957367471,2975957367471,3.2850946362,102027154070185
11/08/14,2011-08-14,45508146885330,7471,1031653556,38267065615504,704310000000000,7422086275472,2916454004401,2916454004401,1.5583401056,70917170421769.2
11/08/15,2011-08-15,33997615755700,8379,974393646,25771238216778,704970000000000,7634889284366,4466087134868,4466087134868,3.5015659299,119044893027320
11/08/16,2011-08-16,36831794190936,9640,993047003,29888469043409,705615000000000,8118897637164,3496050935704,3496050935704,2.1619968246,79630222086461.3
11/08/17,2011-08-17,32985691995031,7722,674044315,22032760117909,706350000000000,10112220851893,6679297362201,6679297362201,2.7961707901,92233628446223.7
11/08/18,2011-08-18,40748268306731,7415,591856628,34843276639357,707030000000000,5934790151084,2821549536892,2821549536892,2.9817125565,121499623264854
11/08/19,2011-08-19,56266357005547,7614,776704450,46278967412900,707750000000000,10777150172815,6960004814047,6960004814047,1.5338726889,86305428313293.5
11/08/20,2011-08-20,23222174860307,7191,541691304,17674614312074,708405000000000,4859052585239,2910786259182,2910786259182,3.8785781532,90069020081935.9
11/08/21,2011-08-21,25089826811619,7667,568728636,19672402167423,709165000000000,4724545155881,2954456959703,2954456959703,1.6277614068,40840251787615
11/08/22,2011-08-22,28169091140248,7815,755144943,21353362018471,709965000000000,5854772874466,3575220536016,3575220536016,3.4128058829,96135639959452.5
11/08/23,2011-08-23,44747142658622,7277,696478529,38713459128487,710810000000000,6343517808419,3177671784838,3177671784838,1.2821510895,57372597711327.6
11/08/24,2011-08-24,56639251340674,7367,869528835,47807168816538,711585000000000,7790347950860,3639896380429,3639896380429,1.4149846182,80143669431672.8
11/08/25,2011-08-25,38037458672408,7241,599715430,24615134560958,712255000000000,13045481875585,8218190579672,8218190579672,36.0487281224,1.37120200615033E+015
11/08/26,2011-08-26,28500665639578,7421,468880866,19757307039659,712930000000000,7547525503333,5745516887832,5745516887832,21.4960571682,612651937919525
11/08/27,2011-08-27,271159526159788,6361,502820664,156089953410239,713665000000000,71167211549381,33356482309882,33356482309882,8.3791745848,2.27209301001847E+015
11/08/28,2011-08-28,18923479514337,5589,451282409,14121191552686,714275000000000,3603933176174,2018618022018,2018618022018,6.6968127809,126726999469827
11/08/29,2011-08-29,24408458831878,8094,535429164,18452033050652,714855000000000,4947205052130,2842403973437,2842403973437,12.7365593229,310879783891920
11/08/30,2011-08-30,24418690370287,7804,982284288,18545121186526,715545000000000,3933503396784,2307593545108,2307593545108,1.6544487689,40399472221643.7
11/08/31,2011-08-31,27191211932811,7292,591458926,20957864948970,716275000000000,4864071456652,2472616713459,2472616713459,1.9551724817,53163509314214.5
11/09/01,2011-09-01,33526793159473,7203,561094361,26567084327303,717050000000000,6667385652911,3098537558339,3098537558339,1.686226131,56533754713100.2
11/09/02,2011-09-02,26113469142115,7026,683590736,19411495359140,717695000000000,5860866308346,3366987170713,3366987170713,8.7064378729,227355296732444
11/09/03,2011-09-03,23160967159582,5925,382927997,17750363629178,718475000000000,4279923321541,2508614198816,2508614198816,1.9616501811,45433715423661.4
11/09/04,2011-09-04,174529841288884,7258,987229329,166067158996523,719200000000000,6752432893662,4661245762596,4661245762596,0.3416535383,59628737822693.7
11/09/05,2011-09-05,227354653317067,7039,717082890,218014394797447,719870000000000,7706099079843,4786067824129,4786067824129,1.2062206746,274239883290075
11/09/06,2011-09-06,315555804074748,7830,652405064,305843719593507,720650000000000,7084881206774,4677828853396,4677828853396,0.9132256259,288173646691203
11/09/07,2011-09-07,63617135601424,7090,813899549,49262380302081,721405000000000,11895021590064,9696081885856,9696081885856,4.7774305213,303926445297636
11/09/08,2011-09-08,39487054838177,6497,466847138,32112197014098,722085000000000,6774070020857,4408558305502,4408558305502,6.6282980004,261731966626508
11/09/09,2011-09-09,40816877536212,7376,767312696,25340520497996,722730000000000,9988013074086,7555133328437,7555133328437,16.9275375792,690929228361483
11/09/10,2011-09-10,27181325317714,5993,536476482,20420811738140,723500000000000,5192025760683,3159286120562,3159286120562,1.5654905344,42552107498433.6
11/09/11,2011-09-11,101985445416211,6443,509702161,23891098358248,724165000000000,75500302762346,73125875216425,73125875216425,10.6868597005,1.0899041466589E+015
11/09/12,2011-09-12,62747715396013,6575,537417472,53436686674818,724790000000000,7316933845190,5371864331859,5371864331859,3.327468469,208791044481637
11/09/13,2011-09-13,35854361211380,6519,415771892,29243213939545,725455000000000,11520128910692,2559924037412,2559924037412,18.1167310003,649563817255681
11/09/14,2011-09-14,30261902454442,6200,378071682,21866840437148,726165000000000,7395656092755,3890322594725,3890322594725,12.0135110849,363551700586028
11/09/15,2011-09-15,29922613064550,6474,732051008,21924013707950,726895000000000,7020319907270,2957173553693,2957173553693,1.5274203053,45704406781337.1
11/09/16,2011-09-16,67460686133823,6209,496831626,58391745902424,727675000000000,7731998599397,4474099608186,4474099608186,2.190312763,147760001840111
11/09/17,2011-09-17,35419894577762,5454,515724892,28247493236327,728270000000000,7103967338881,2867367851906,2867367851906,4.1669727944,147593737084946
11/09/18,2011-09-18,29888468405247,5986,537796247,23003407234735,728940000000000,7802442053109,2780391162372,2780391162372,1.3908947551,41571713941870.1
11/09/19,2011-09-19,33475533458349,6653,592737413,25297087742635,729730000000000,6725787334913,3512876734946,3512876734946,2.2882244475,76599534052070.2
11/09/20,2011-09-20,35352555996724,8145,656952256,25727557699408,730365000000000,9018676958769,4863789411367,4863789411367,5.9384553003,209939573537919
11/09/21,2011-09-21,39595503099480,7684,517605015,27162776620435,731065000000000,10612869507061,8244691164559,8244691164559,1.4110256659,55870271128538.3
11/09/22,2011-09-22,31107882713509,6139,378408626,22862075287253,731795000000000,6442078280005,3913034266355,3913034266355,2.1423990523,66645498444772
11/09/23,2011-09-23,34513587947771,6328,422941300,26512184257015,732535000000000,7747747458529,3493410249336,3493410249336,4.7978763913,165591928794566
11/09/24,2011-09-24,23208961923091,5728,671538477,16872273597437,733200000000000,4822545412755,2587408037717,2587408037717,0.9553681476,22173102960170
11/09/25,2011-09-25,29617972228026,5722,336760959,23303213544127,733845000000000,8110256815667,3523619355855,3523619355855,9.2515479841,274012091258091
11/09/26,2011-09-26,28518461163435,5639,294068583,21628265297855,734530000000000,6268903607592,3569409554078,3569409554078,1.9919196835,56806484133706.9
11/09/27,2011-09-27,43012704963133,6101,467819858,33332532231202,735200000000000,6790061711235,4070226180751,4070226180751,3.7022524288,159243891420698
11/09/28,2011-09-28,35773917892449,6017,437902600,28477458172926,735865000000000,5876772724686,3616935663487,3616935663487,1.9565015367,69991725328687.7
11/09/29,2011-09-29,33378449058292,5589,340420567,27176226471513,736600000000000,5069121568297,2817523400667,2817523400667,0.7181229538,23969830432002.3
11/09/30,2011-09-30,29243421181952,5865,360740812,22316569719310,737225000000000,5252641975804,3233068354653,3233068354653,4.9432554555,144557701295479
11/10/01,2011-10-01,41913693431849,5374,364170627,33712721556653,737835000000000,6868875023843,4499894171073,4499894171073,3.3387101211,139937672472540
11/10/02,2011-10-02,32224690864130,5035,317980555,26403680717041,738550000000000,4872594483820,3256072457089,3256072457089,2.523067329,81305064705939.3
11/10/03,2011-10-03,40866592012003,6521,904096463,34125045769959,739155000000000,5820672304302,2831020469329,2831020469329,1.2303924779,50281947410351.5
11/10/04,2011-10-04,41936899626918,5809,367361125,33081569634005,739880000000000,7447191404217,4396086779759,4396086779759,2.2363264694,93784598678220
11/10/05,2011-10-05,40755318218453,5771,396348448,31889981649671,740440000000000,6236048453704,4083777692705,4083777692705,1.4757766285,60145746112168.1
11/10/06,2011-10-06,53534895960103,5912,808896045,38288293107941,741165000000000,10066974069619,7552175831430,7552175831430,15.5859658489,834393060157175
11/10/07,2011-10-07,38297458549868,5674,429311937,25765476620461,741805000000000,10002482667329,6058103695543,6058103695543,3.1958477036,122392844961505
11/10/08,2011-10-08,28346240390798,5402,331460839,21154706826363,742495000000000,6645381996518,2764053900511,2764053900511,1.9367398603,54899293654044.5
11/10/09,2011-10-09,30407261158829,5457,293826347,22306748577351,743090000000000,7212969633265,3497084966447,3497084966447,7.4170437296,225531985711286
11/10/10,2011-10-10,31719609164689,5882,334552432,24541511588092,743725000000000,6663564767387,2275066801983,2275066801983,3.4386884572,109073853901173
11/10/11,2011-10-11,33306189571592,5930,523729813,24638753600092,744340000000000,8381739950438,3629521503817,3629521503817,4.5630772701,151978716589014
11/10/12,2011-10-12,32181074304519,5949,462867518,24485938923550,744805000000000,8769240106692,3297043074324,3297043074324,4.4703040682,143859187381485
11/10/13,2011-10-13,30477607071734,4984,415961153,22793303457858,745405000000000,7880856041917,3044531744282,3044531744282,2.4203272206,73765782014831.4
11/10/14,2011-10-14,27735076002233,6111,340803011,18035106454801,745890000000000,7645967439269,4542738566552,4542738566552,4.6606108026,129262394827588
11/10/15,2011-10-15,38304290219701,5579,337524119,29695766802436,746585000000000,8549181014611,4337743580593,4337743580593,2.0733328452,79417543025894
11/10/16,2011-10-16,26131732685958,4981,320900548,18679653800493,747255000000000,6475814638757,3830618505486,3830618505486,8.4334544369,220380776964977
11/10/17,2011-10-17,48605081650701,5781,429614349,32873467403902,747850000000000,14349836794572,10594375905193,10594375905193,14.1956236361,689979445913388
11/10/18,2011-10-18,34380554735896,4863,290288072,23269070019356,748440000000000,11377383965112,7019345707056,7019345707056,8.744374176,300636434988020
11/10/19,2011-10-19,30849795082683,5130,326182986,16554958571853,749040000000000,12834601230873,8849318369052,8849318369052,10.1123347567,311963455052832
11/10/20,2011-10-20,29847689633819,4649,601146197,18318105032151,749705000000000,10717540904458,6672630654916,6672630654916,1.7688967061,52797479879084.3
11/10/21,2011-10-21,56771410076985,5206,267678376,45290045995866,750280000000000,9766793359151,5746357101330,5746357101330,1.1559600818,65625483835759.5
11/10/22,2011-10-22,56654447686313,5114,281398947,44139707186796,750885000000000,12744622070556,7051652811219,7051652811219,5.2526552555,297586282385726
11/10/23,2011-10-23,57097796264981,5608,312097763,44277284828228,751375000000000,12971343997483,7255435871204,7255435871204,1.3155276829,75113731619165.5
11/10/24,2011-10-24,36995384511699,5934,348844221,22561669125974,751915000000000,11155417689637,6284596290810,6284596290810,1.1666519516,43160737539830.7
11/10/25,2011-10-25,38148474228853,5226,274079235,27080155525758,752550000000000,10337981647567,5652405593460,5652405593460,1.1977032641,45690552104073.4
11/10/26,2011-10-26,42984749239344,5272,308756534,28031713760497,753195000000000,12153510904420,6954406271684,6954406271684,3.6511894985,156945465019956
11/10/27,2011-10-27,50836612530204,4677,268449510,41868816686176,753780000000000,9274040131712,3916562478403,3916562478403,4.322852278,219759166283320
11/10/28,2011-10-28,45327989578002,5118,304376757,30464608029029,754280000000000,13760645377617,8354214531895,8354214531895,1.6331766185,74028612740383.7
11/10/29,2011-10-29,43956897752972,5596,347376641,22917882858431,754805000000000,12560735954961,7082176473200,7082176473200,1.7950901215,78906592928652.3
11/10/30,2011-10-30,21264278014684,4980,328358643,12946444502846,755370000000000,6040157953851,3708473109832,3708473109832,10.3959098423,221061517102399
11/10/31,2011-10-31,38944242301626,5182,312185320,23961813646833,755925000000000,10025765178242,5735835754069,5735835754069,1.0474564481,40792397715848.3
11/11/01,2011-11-01,53983781825627,5777,490302985,40102299870477,756580000000000,10507611991740,5166540505040,5166540505040,4.1001043563,221339139032214
11/11/02,2011-11-02,40901028706983,5991,329867938,22834011945627,757330000000000,8942417932334,5701919698765,5701919698765,0.8951279431,36611653698582.6
11/11/03,2011-11-03,35558785586500,6253,290902778,21191534991056,758100000000000,9797153901771,6711271089174,6711271089174,10.2934349224,366022045353639
11/11/04,2011-11-04,40049282477578,6540,314947335,23696203114330,758725000000000,9008652023117,5757643550954,5757643550954,6.6184935547,265065917949421
11/11/05,2011-11-05,29198104898273,5928,362211848,17455174489858,759460000000000,7234470729043,4039470657276,4039470657276,1.3523200285,39485182046976.2
11/11/06,2011-11-06,22966689449933,5034,236602429,14591250939533,760190000000000,5597181109543,3869015449011,3869015449011,1.1281900648,25910790859444.1
11/11/07,2011-11-07,26928029948489,5496,348022274,17607700130160,760910000000000,8669896319902,4546683564562,4546683564562,2.9769188987,80162561259487.8
11/11/08,2011-11-08,112062247408469,5994,416780068,94366309570835,761570000000000,12619650630417,6274293558633,6274293558633,1.0271756425,115107610984740
11/11/09,2011-11-09,97947657417870,6448,328183143,71757531424304,762315000000000,23848281812493,5989805058779,5989805058779,16.7978885638,1.64531383439512E+015
11/11/10,2011-11-10,36164037551447,6541,333778992,20348815190533,763120000000000,11211528960333,6742529647074,6742529647074,13.0885880553,473336189928374
11/11/11,2011-11-11,29275094528347,4733,203989012,15059795486706,763825000000000,9676669350931,6811632958182,6811632958182,3.2239820755,94382380017546.9
11/11/12,2011-11-12,27977315289423,5487,252214317,17860197081956,764395000000000,7914087611092,4237920760379,4237920760379,14.6167930839,408938628628876
11/11/13,2011-11-13,25002848113237,5374,284207788,16269491865255,765135000000000,7802585897292,4226635633844,4226635633844,2.2613025753,56539004828498.3
11/11/14,2011-11-14,35702722826394,5908,275307178,15877643667852,765855000000000,11583435182130,7288653839518,7288653839518,12.4813181533,445617042536852
11/11/15,2011-11-15,36042693193641,6106,288289742,17366166582721,766570000000000,9397220544217,6455067292599,6455067292599,11.6672264141,420518262063046
11/11/16,2011-11-16,203232579456675,6048,376975825,31594861539338,767395000000000,85755972534093,77450411966817,77450411966817,25.7492217074,5233080746595861
11/11/17,2011-11-17,328085336612516,4959,284779587,14664274263776,768070000000000,64070749445551,60329728713708,60329728713708,2.0433058688,670378693764437
11/11/18,2011-11-18,507338166964119,5169,335692678,62324179928681,768765000000000,63575327488232,58754942843058,58754942843058,0.7194865576,365022991305667
11/11/19,2011-11-19,412670646765030,4724,313022030,124862325573439,769430000000000,64750615901754,62424662952454,62424662952454,0.2915755195,120324658221792
11/11/20,2011-11-20,154043470252051,5125,393536390,138261273393509,770045000000000,67893458078760,7809886586219,7809886586219,2.3589143109,363375346482936
11/11/21,2011-11-21,169582321163489,4770,277203285,47778728429373,770760000000000,68628992882995,60092560178117,60092560178117,2.1390261107,362741012873460
11/11/22,2011-11-22,359480350912683,5491,295829998,140883437714278,771350000000000,69402509192142,59802808646682,59802808646682,1.5561809147,559416461289954
11/11/23,2011-11-23,156983687520311,5598,351238566,36322628930781,772050000000000,68555585409823,58897793585950,58897793585950,0.8834493729,138687140287738
11/11/24,2011-11-24,151707478698265,5018,399912116,129452828152610,772720000000000,69331242661147,11582436161830,11582436161830,4.3823005868,664827772919134
11/11/25,2011-11-25,108852481327342,5486,428642080,86435086042363,773285000000000,66342441777064,8798711192991,8798711192991,1.7571493448,191270066247722
11/11/26,2011-11-26,160328610774461,4752,283428324,139765459553334,773960000000000,68456002517342,11186670031403,11186670031403,2.332502201,373966837521148
11/11/27,2011-11-27,180060823387532,5061,255055237,67910384333492,774560000000000,62390059183493,56666968516202,56666968516202,0.5704458781,102714954513409
11/11/28,2011-11-28,401383108757460,5930,304346641,129677097015470,775130000000000,69858870493599,61517481499583,61517481499583,2.1239244664,852507405076809
11/11/29,2011-11-29,394649991271092,6414,438064219,47147212145709,775765000000000,64996447871807,55203909081461,55203909081461,1.4825845646,585101985491847
11/11/30,2011-11-30,658739832639979,6857,365481320,136031117704434,776455000000000,63818999285327,52642334352546,52642334352546,0.7383877545,486405425790513
11/12/01,2011-12-01,212433545524813,6352,448500523,51402886176407,777265000000000,62724444650539,56675678692780,56675678692780,1.4705350271,312390969623498
11/12/02,2011-12-02,549173046548968,6318,459537048,79667970394604,778175000000000,56911721954559,51602024604022,51602024604022,0.2182876647,119877701862977
11/12/03,2011-12-03,350224042501219,5631,465336537,26163745837261,778905000000000,55049780379497,49831541242394,49831541242394,0.3224220153,112919941599552
11/12/04,2011-12-04,295008179359470,5385,284299205,15935297054538,779665000000000,53403535474541,50398317789240,50398317789240,1.547013198,456381546999218
11/12/05,2011-12-05,296821392696924,6237,300216604,17792121167076,780345000000000,53816422066945,49708743956493,49708743956493,1.0107751362,300019683642866
11/12/06,2011-12-06,690385650065849,7978,424956871,62275771504554,781135000000000,54509164814031,50419468870371,50419468870371,0.1995021045,137733390096562
11/12/07,2011-12-07,561024642557291,6135,386961131,26235033488864,781990000000000,56608542607734,50323976981452,50323976981452,0.6875204425,385715910519196
11/12/08,2011-12-08,459274796940782,5820,273893984,117709644596236,782680000000000,57164937584889,51670233299522,51670233299522,1.1933486626,548074964683684
11/12/09,2011-12-09,201467479232873,5588,301044520,108966194352352,783500000000000,52561182658035,24825238789692,24825238789692,0.4073888558,82075605846352.1
11/12/10,2011-12-10,112916793082080,5678,288798269,81741583476386,784235000000000,30787458162166,14967254065168,14967254065168,0.7905959942,89271564289664.8
11/12/11,2011-12-11,86950667271724,5261,22020342270,55409929281627,784955000000000,30743595097949,16792348665353,16792348665353,7.1903763154,625208018555490
11/12/12,2011-12-12,74151509250202,4862,17732322513,39667431968495,785715000000000,27585563288019,16759487082108,16759487082108,1.4030065033,104035049706496
11/12/13,2011-12-13,35443805588290,5406,405414175,18333577808865,786350000000000,19289654506791,10667581602093,10667581602093,2.4010332146,85101754470033.2
11/12/14,2011-12-14,43516912979121,5692,386264306,26317326828388,787010000000000,19516904820949,11687313311487,11687313311487,3.681830539,160221899171550
11/12/15,2011-12-15,45366171715996,4850,782976711,28401658102090,787775000000000,21482688743847,11370081220545,11370081220545,2.8411566309,128892399590878
11/12/16,2011-12-16,48414512408748,5164,270176401,29305332340913,788335000000000,22308103001075,11909311365772,11909311365772,5.9506124842,288096001955739
11/12/17,2011-12-17,36443988256289,4993,361587343,21343287509908,788925000000000,15623084989361,8828994421405,8828994421405,2.0397139893,74335312672148.3
11/12/18,2011-12-18,33285435186706,4632,310125952,22988045943210,789675000000000,13506005375753,6238945204144,6238945204144,1.8810788965,62612529690958.9
11/12/19,2011-12-19,48536533824397,5844,415730356,28767628489190,790395000000000,21884168107761,12580788247289,12580788247289,14.3713644029,697536214445607
11/12/20,2011-12-20,53226408646327,6295,590673522,27903448429404,791190000000000,25850464643151,16988000908682,16988000908682,11.7874719501,627404798924880
11/12/21,2011-12-21,57974900943225,5577,426075206,41663776417945,791860000000000,17690392170485,10495216324818,10495216324818,2.0294150677,117655137523672
11/12/22,2011-12-22,43847916971642,5859,345347236,29536173068563,792605000000000,15936143689804,9630648901025,9630648901025,2.5382231053,111295795978287
11/12/23,2011-12-23,27171839627286,5682,265278626,15276285560000,793345000000000,14303084945718,8201844976463,8201844976463,3.6876365169,100199868039717
11/12/24,2011-12-24,31419109368258,4658,224582386,21485168907197,794055000000000,13539835677172,7199210198023,7199210198023,5.0580260123,158918672468148
11/12/25,2011-12-25,30662928706860,5286,292534449,20793751750396,794780000000000,14480228034413,6266914997625,6266914997625,5.6115958613,172067963828194
11/12/26,2011-12-26,70472636401720,5641,325628134,57263095467089,795650000000000,16299810487765,7822486492605,7822486492605,3.0901888919,217773758188661
11/12/27,2011-12-27,67435614362503,5211,299677875,57497785057442,796535000000000,14839536800453,5887412381089,5887412381089,1.1308529721,76259764930062.9
11/12/28,2011-12-28,28339682627803,5000,314922344,15695236553706,797260000000000,13154257931902,8780450445819,8780450445819,9.2946154703,263406452574890
11/12/29,2011-12-29,50902818217210,5212,415995739,36893486447984,798035000000000,15857504130198,8934402221573,8934402221573,3.5918390383,182834729630221
11/12/30,2011-12-30,28535904617160,5051,333845198,17555518601398,798725000000000,12591132326944,6891274972837,6891274972837,4.3873838841,125197968035271
11/12/31,2011-12-31,27053560629749,5137,394540785,16735294029037,799435000000000,12677608332386,6983140300249,6983140300249,4.0352151335,109166937267568
12/01/01,2012-01-01,34750374607600,5001,355428136,12883677844218,800190000000000,16721696014427,13362732124385,13362732124385,20.744872751,720892099285031
12/01/02,2012-01-02,26263043262165,5410,555312158,15158766083528,800955000000000,12257154069003,7531322580585,7531322580585,12.9726950503,340702451333108
12/01/03,2012-01-03,27074297196559,5773,535215755,13920807300629,801710000000000,12739158728192,8766487159380,8766487159380,7.5420273292,204195089374813
12/01/04,2012-01-04,40059402587467,5731,1419587733,24566131116665,802505000000000,15027930563262,9918299640749,9918299640749,4.5759213588,183308675922458
12/01/05,2012-01-05,69050716310586,6994,569832762,41878851125562,803250000000000,21981631149459,15067757386286,15067757386286,5.9775405443,412753456356891
12/01/06,2012-01-06,61291355210102,6644,648923847,40817925544510,803985000000000,19148179198855,11505499648954,11505499648954,4.2711392731,261783914340174
12/01/07,2012-01-07,31929986470469,5905,447999358,19891576317334,804840000000000,12694016807728,8115979501041,8115979501041,6.6125033063,211137141106961
12/01/08,2012-01-08,35824175472939,6404,372339797,23846936596159,805760000000000,13868531020032,7985125463856,7985125463856,7.4418504761,266598157300626
12/01/09,2012-01-09,44903358451113,6112,636959413,26225272973351,806575000000000,19962333682396,13899586626438,13899586626438,6.5651152054,294795721341818
12/01/10,2012-01-10,39317649097197,6677,489613037,24819369076200,807395000000000,15305076627449,9648547205248,9648547205248,10.8125435799,425123794322839
12/01/11,2012-01-11,39240617201191,7139,570224742,26750769215320,808100000000000,14103446439988,8298911737919,8298911737919,3.5552657454,139510822162944
12/01/12,2012-01-12,36366015826160,6696,4121799271,21048084350200,808865000000000,14837460243652,11482792394081,11482792394081,27.9512026854,1.01647387921742E+015
12/01/13,2012-01-13,41030825604850,6847,978890443,23768956960771,809640000000000,19344972922029,12887920902408,12887920902408,6.156053191,252587944895271
12/01/14,2012-01-14,34543077857340,6807,1278590354,19534369686975,810340000000000,13010789957234,9591452775471,9591452775471,5.5093424304,190309644514590
12/01/15,2012-01-15,27575157005743,6312,1342837115,17597436519651,811090000000000,11730074092963,6497013908833,6497013908833,8.2839979881,228432545157373
12/01/16,2012-01-16,43644417024732,6965,3900529892,26937172525473,811785000000000,13386723302113,9284906196654,9284906196654,4.4996145778,196383055082887
12/01/17,2012-01-17,44245262579103,6761,765315618,24918496057136,812655000000000,16485251547704,11941783026405,11941783026405,7.9265641252,350712911070088
12/01/18,2012-01-18,37764976134686,6647,1084433779,22718470953200,813445000000000,17136022870723,10200072857093,10200072857093,5.9523775987,224791397959763
12/01/19,2012-01-19,40325847841870,6902,2751359672,19974423082988,814085000000000,18993788034238,13739369710231,13739369710231,7.366238324,297049805819388
12/01/20,2012-01-20,36450109723348,6780,2476691769,21925205044055,814835000000000,14442500318134,9592778785634,9592778785634,4.335572094,158032078538205
12/01/21,2012-01-21,30733025742482,6366,477026648,20116701799705,815560000000000,12226517305269,6780159318447,6780159318447,3.5573015457,109326639978321
12/01/22,2012-01-22,27674044018380,5325,303810531,18785772821494,816380000000000,9848687426700,6215318502927,6215318502927,3.4411092914,95229410001169.2
12/01/23,2012-01-23,28906715722846,6100,495998425,18777714751975,817060000000000,10802403952818,6388709646464,6388709646464,3.8525072422,111363331669655
12/01/24,2012-01-24,38466563773518,7268,974988917,23787845749058,817910000000000,13853026182456,9238324058698,9238324058698,4.2528803723,163593694062709
12/01/25,2012-01-25,42279605051998,7961,767575923,25415731275611,818605000000000,16386588308886,10352716738770,10352716738770,4.7477760429,200734095968696
12/01/26,2012-01-26,42137733216918,6598,895157979,26214983258357,819345000000000,15855803268187,10450069718444,10450069718444,7.9911543693,336729130907158
12/01/27,2012-01-27,36085230272307,6337,2299546222,20625394772394,820035000000000,15457254263204,10173713757292,10173713757292,4.6691886203,168488746548638
12/01/28,2012-01-28,25471326477645,5910,908511580,14311234815595,820740000000000,12026327344567,7304504626147,7304504626147,7.9737767411,203102670631195
12/01/29,2012-01-29,35119284994048,6426,22050932057,23089844042615,821465000000000,11645816264396,7499456481770,7499456481770,4.6221171455,162325449307712
12/01/30,2012-01-30,33359567823981,6153,2911896874,21878242697876,822300000000000,10673838477593,7653962958115,7653962958115,3.7741072403,125902586457408
12/01/31,2012-01-31,34523770770441,6925,718514321,21559972576088,823160000000000,14176037820280,8034183311992,8034183311992,5.2491166329,181219299380183
12/02/01,2012-02-01,43540761476840,6502,475073058,24611267078049,823910000000000,16597030179792,10512833326976,10512833326976,4.9447606855,215298645565441
12/02/02,2012-02-02,37686917256432,7164,1158782875,21602270896310,824615000000000,14720075304087,9105365071834,9105365071834,4.341980336,163635853652603
12/02/03,2012-02-03,38584942296659,7050,690589652,23656332206623,825410000000000,14555909182466,9242146726052,9242146726052,3.4159615938,131804680983221
12/02/04,2012-02-04,36607134804009,7237,868539583,20181642059101,826200000000000,13550127239309,8928184093903,8928184093903,5.2991368551,193986217200488
12/02/05,2012-02-05,34610309398566,6774,426033091,20780288697512,826985000000000,11499671578281,7637560223059,7637560223059,3.2529373115,112585166805924
12/02/06,2012-02-06,32483976775656,6136,429055832,16962800854536,827695000000000,12043668692956,8091700330399,8091700330399,5.7128655953,185576593320733
12/02/07,2012-02-07,32120267056031,7012,664074854,18216527305789,828425000000000,12625948631416,8132452696454,8132452696454,5.1866230442,166595717299736
12/02/08,2012-02-08,30964922480306,7024,511443415,17089325311129,829110000000000,12896476332922,8399448644488,8399448644488,3.9068358544,120974869373436
12/02/09,2012-02-09,27658301721628,7488,741846940,16411507544718,829835000000000,10057102105129,6542070373677,6542070373677,2.8206888658,78015463713500.1
12/02/10,2012-02-10,32328686014982,8456,417461763,19293644004310,830560000000000,12654403312445,8212399844007,8212399844007,6.9127780359,223481030615004
12/02/11,2012-02-11,45810121206539,7679,391143183,29278288070527,831250000000000,13389540166996,9092395451612,9092395451612,29.3166638083,1.3429999224305E+015
12/02/12,2012-02-12,32623693097371,7030,386719352,18880188669624,832000000000000,10340015603451,7450937990892,7450937990892,4.3375194299,141505902684514
12/02/13,2012-02-13,42890809049058,7992,525311801,18988821408863,832790000000000,20445356426314,15366449582498,15366449582498,29.1748472982,1.2513328045011E+015
12/02/14,2012-02-14,135287586519127,9489,1547396451,99261010894433,833475000000000,38981953317398,26974071918180,26974071918180,13.6814788025,1.85093424720781E+015
12/02/15,2012-02-15,134478408633407,9337,610036407,85433118905526,834165000000000,36826236671926,16347366910390,16347366910390,1.3092750219,176069221411440
12/02/16,2012-02-16,160623808116305,9537,1006136133,132233818794433,834835000000000,28643770912019,14036435004442,14036435004442,1.5797974441,253753081524341
12/02/17,2012-02-17,98004444303906,6778,361639153,76980083127882,835525000000000,24756447853605,14931730037169,14931730037169,1.1973504433,117345664835438
12/02/18,2012-02-18,70552475061388,6516,334530801,56166395843824,836285000000000,20977419558092,8667506494613,8667506494613,3.7033046683,261277310255250
12/02/19,2012-02-19,39608170266535,5958,265186887,28056858999564,837140000000000,12109426123908,7238080763176,7238080763176,2.409195625,95423830520287.8
12/02/20,2012-02-20,43647004074009,6339,411776338,29056231852443,837930000000000,14998874971289,8234987427182,8234987427182,3.0134713153,131528994774424
12/02/21,2012-02-21,39417899144082,6420,342801758,23842964289918,838630000000000,16681594381255,10901774716225,10901774716225,3.1412365108,123820943970824
12/02/22,2012-02-22,78740571346345,7194,341392900,61943161298792,839275000000000,19237190609586,10708975970612,10708975970612,2.2389237171,176294132683597
12/02/23,2012-02-23,69203248849830,8014,500951708,52592975456249,840070000000000,17985779534649,10422529095794,10422529095794,2.4459778806,169269615954136
12/02/24,2012-02-24,58258902713827,6930,441363023,36326325990879,840900000000000,17778483362314,12785571939642,12785571939642,5.3787449082,313359776331319
12/02/25,2012-02-25,42215379517133,6306,312296116,23408948160975,841645000000000,18059950245190,13212462032419,13212462032419,3.4415647398,145286961624807
12/02/26,2012-02-26,34712638539905,5821,342648330,23489510530631,842470000000000,13416108313990,7108145565937,7108145565937,3.0883548773,107204946537933
12/02/27,2012-02-27,37708727343213,6735,566176552,23157133582665,843220000000000,13962529620859,9094911243524,9094911243524,3.6174954038,136411147846991
