"timestamp","market_cap_by_available_supply","price_btc","price_usd","volume_usd"
1425839961000,3824308700,1,274.759,19336300
1425926959000,3990421912,1,286.625,46666500
1426013659000,4110333413,1,295.158,76764800
1426100059000,4125292446,1,296.145,38232300
1426186460000,4131676728,1,296.532,32916700
1426273160000,4009506313,1,287.691,29543100
1426359860000,3944860422,1,282.985,23929700
1426446261000,3962828226,1,284.199,13318900
1426532662000,4058871698,1,291.018,21759900
1426619062000,4017292623,1,287.963,19490700
1426705462000,3723705566,1,266.851,44360200
1426792161000,3626492241,1,259.816,57262100
1426878861000,3639131051,1,260.658,30548100
1426965561000,3637526863,1,260.475,17154700
1427051961000,3669968700,1,262.736,11223900
1427138362000,3676053749,1,263.101,24415300
1427224762000,3448861669,1,246.765,40210000
